init_water,smt1,smt2,smt3,maxirr,p_up2,p_up3,ccx,cdc,rtx,hi,wp,polmx,polfin,kc,hipsveg,eme,histart,mat,flowering,maxrooting,senescence,yldform,max_irrseason,crop_name,irrig_method
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,429.8002039213867,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.7980615627968,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2846677072638,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2778926086987,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2820835333729,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,431.2867262583106,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.3029509970421,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,436.86303764494073,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,436.8732353143244,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,428.3825234173468,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,430.047275339912,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.047718164075,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.0352342226016,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.8515718060464,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,428.42245058903313,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,430.0489955657197,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.0241505030665,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.0226203073629,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.0306196666682,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,433.8573141550359,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,436.004861046678,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,433.86764823280913,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,428.4188016988724,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,428.4139969728196,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,428.4120335501254,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,430.0242796345701,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
